Itemname,ItemName,Category,Tags,PriceTags
ALLERCET,allercet,tablets,10,12.673
ALLERCET-COLD TAB,allercet-cold tab,tablets,1*10,41.6
ALLERCET-DC TAB,allercet-dc tab,tablets,10TAB,51.458
ALMOX-250MG,almox-250mg,tablets,15TAB,18
ALMOX 500,almox 500,tablets,10,24.004
ALMOX DT-125,almox dt-125,tablets,10TAB,11.2
ALPRAX 0.5MG TAB,alprax 0.5mg tab,tablets,1*15,42.693
ALPRAX .25 TAB,alprax .25 tab,tablets,1*15,20.6985
ALTHROCIN 250MG TAB,althrocin 250mg tab,tablets,1*10,36.245
ALTHROCIN KID TAB,althrocin kid tab,tablets,10TAB,23.455
ALTHROOCIN 500MG TAB,althroocin 500mg tab,tablets,1*10,64.513
AMANTREL CAP,amantrel cap,tablets,15CAP,135.243
AMARYL 1MG TAB,amaryl 1mg tab,tablets,1*30,91.326
AMARYL 2MG TAB.,amaryl 2mg tab.,tablets,1*30,143.976
AMARYL 3MG,amaryl 3mg,tablets,30,278.28
AMARYL M 1 TAB,amaryl m 1 tab,tablets,1*15,118.59
AMARYL M 2 TAB,amaryl m 2 tab,tablets,1*15,188.28
AMARYL M FORTE 1 TAB,amaryl m forte 1 tab,tablets,1*15,127.74
AMARYL M FORTE 2,amaryl m forte 2,tablets,1*15,192.915
AMARYL MV 1 TAB,amaryl mv 1 tab,tablets,1*15,106.896
AMARYL MV 2 TAB,amaryl mv 2 tab,tablets,1*15,135.474
AMBRODIL TAB 30MG,ambrodil tab 30mg,tablets,1*10,14.21
AMBULAX TAB,ambulax tab,tablets,15TAB,74.2965
AMCARD-AT,amcard-at,tablets,15,32.8395
AMDEPIN 5,amdepin 5,tablets,15,33.5235
AMDEPIN-AT,amdepin-at,tablets,1*14,59.5266
AMITONE-10 TAB,amitone-10 tab,tablets,1*10,13.213
AMITONE-25 TAB,amitone-25 tab,tablets,1*10,18.648
AMITONE PLUS,amitone plus,tablets,10TAB,24.193
AMITWIX -25,amitwix -25,tablets,10TAB,16.41
AMIXIDE,amixide,tablets,1*10,41.13
AMIXIDE H,amixide h,tablets,10TAB,32.647
AMLODAC-2.5MG,amlodac-2.5mg,tablets,1*30,42.48
AMLODAC 5 TAB,amlodac 5 tab,tablets,30TAB,65.799
AMLODAC AT,amlodac at,tablets,15,122.346
AMLOGARD 5 MG TAB,amlogard 5 mg tab,tablets,1*30,70.929
AMLOKIND-5 TAB,amlokind-5 tab,tablets,1*10,9.801
AMLOKIND-AT TAB,amlokind-at tab,tablets,1*10,19.266
AMLOKIND-H TAB,amlokind-h tab,tablets,1*10,22.478
AMLOKIND L TAB,amlokind l tab,tablets,1*10,36.705
AMLOKIND TM,amlokind tm,tablets,1*10,40
AMLONG-10,amlong-10,tablets,1*15,64.0005
AMLONG 2.5 TAB,amlong 2.5 tab,tablets,15TAB,20.904
AMLONG 5MG TAB,amlong 5mg tab,tablets,15TAB,31.53
AMLOPIN 2.5 TAB,amlopin 2.5 tab,tablets,1*10,14.046
AMLOPIN 5 TAB,amlopin 5 tab,tablets,1*10,22.133
AMLOPIN AT,amlopin at,tablets,10TAB,49.535
AMLOPIN M TAB,amlopin m tab,tablets,1*10,81.895
AMLOPRES-2.5 TAB,amlopres-2.5 tab,tablets,1*15,19.5705
AMLOPRES-5,amlopres-5,tablets,1*30,65.121
AMLOPRES-AT 30TAB,amlopres-at 30tab,tablets,30TAB,174.71
AMLOPRES-AT TAB,amlopres-at tab,tablets,1*15,99.42
AMLOPRESS 10 TAB,amlopress 10 tab,tablets,1*10,42.667
AMLOPRESS L 1*15,amlopress l 1*15,tablets,15TAB,128.13
AMLOPRES TL TAB,amlopres tl tab,tablets,1*15,58.5345
AMLOPRES TRIO,amlopres trio,tablets,1*2,117.545
AMLOROSE-TM,amlorose-tm,tablets,1*10,31.94
AMLOSAFE 3D,amlosafe 3d,tablets,1*7,44.7447
AMLOSAFE 5MG TAB,amlosafe 5mg tab,tablets,1*10,21.517
AMLOSAFE-AT TAB,amlosafe-at tab,tablets,1*10,47.924
AMLOSAFE H,amlosafe h,tablets,1*10,38.41
AMLOSAFE TM 40,amlosafe tm 40,tablets,1*10,45.7
AMLOVAS 10 MG,amlovas 10 mg,tablets,1*15,63.99
AMLOVAS 2.5,amlovas 2.5,tablets,15TAB,21.2865
AMLOVAS 5MG TAB,amlovas 5mg tab,tablets,15TAB,32.814
AMLOVAS-AT TAB,amlovas-at tab,tablets,1*15,66.9285
AMLOVAS-H TAB,amlovas-h tab,tablets,15TAB,70.9605
AMLOVAS-L TAB,amlovas-l tab,tablets,15TAB,122.8905
AMLOVAS-M 2.5/25,amlovas-m 2.5/25,tablets,10,61.88
AMLOVAS M 5/50,amlovas m 5/50,tablets,1*10,84.48
AMLYCURE D.S,amlycure d.s,tablets,20CAP,103.696
AMNURITE 25,amnurite 25,tablets,1*10,114.5
AMODEP AT TAB,amodep at tab,tablets,1*14,25.1916
AMOXYCLAV 625 1*10,amoxyclav 625 1*10,tablets,10TAB,80.012
AMTAS-10 TAB,amtas-10 tab,tablets,1*15,60.135
AMTAS-2.5 TAB,amtas-2.5 tab,tablets,30TAB,42.576
AMTAS 5 1*30,amtas 5 1*30,tablets,30TAB,65.697
AMTAS-AT 50TAB,amtas-at 50tab,tablets,1*15,82.9395
AMTAS HT,amtas ht,tablets,10,37.63
AMTAS M25,amtas m25,tablets,15TAB,110.5935
AMTAS-M-50,amtas-m-50,tablets,15TAB,131.3265
ANACIN TAB,anacin tab,tablets,10TAB,14.2
ANAFLAM-TH4 TAB,anaflam-th4 tab,tablets,1*10,116.88
ANAFLAM-TH 8 TAB,anaflam-th 8 tab,tablets,1*10,183.32
ANAFLAM XP TAB,anaflam xp tab,tablets,10TAB,30.715
ANAFORTAN-MF TAB,anafortan-mf tab,tablets,1*10,50.55
ANAFORTAN-N TAB,anafortan-n tab,tablets,1*10,48.57
ANAFORTAN TAB,anafortan tab,tablets,1*15,81.174
ANGICAM BETA,angicam beta,tablets,15TAB,23.8065
ANGISPAN-TR 2.5,angispan-tr 2.5,tablets,25CAP,138.625
ANGISPAN-TR 6.5,angispan-tr 6.5,tablets,25CAP,160.915
ANTIDEP,antidep,tablets,10TAB,8.4
ANTIDEP 75,antidep 75,tablets,10,24.88
ANTI THYROX 20,anti thyrox 20,tablets,100,739.2
ANTI THYROX 5,anti thyrox 5,tablets,100TAB,162.995
ANTI THYROX TAB,anti thyrox tab,tablets,1,317.25
ANURAB-DSR,anurab-dsr,tablets,10TAB,65.41
ANXIT 0.25MG TAB,anxit 0.25mg tab,tablets,1*15,13.9935
ANXIT-0.5 SR,anxit-0.5 sr,tablets,10TAB,30.715
ANXIT 0.5 TAB,anxit 0.5 tab,tablets,1*15,32.7195
ANXIT PLUS TAB,anxit plus tab,tablets,1*10,61.433
APNICID DSR,apnicid dsr,tablets,10CAP,18.002
APRIBOSE 3,apribose 3,tablets,10TAB,59.984
APRIGLIM M1,apriglim m1,tablets,15TAB,77.7855
APRIGLIM M2,apriglim m2,tablets,15TAB,97.5735
APRIGLIM M2 TAB,apriglim m2 tab,tablets,1*10,59.133
APRIGLIM MF 2,apriglim mf 2,tablets,15TAB,118.4745
APRIGLIM-MV2,apriglim-mv2,tablets,1*15,213.6495
AQUASOL A CAP,aquasol a cap,tablets,1*30,20.75
ARBITEL 40,arbitel 40,tablets,1*10,55.475
ARBITEL-80,arbitel-80,tablets,10,88.075
ARBITEL-AV,arbitel-av,tablets,10TAB,122.4
ARBITEL H,arbitel h,tablets,1*10,90.715
ARIP MT 15,arip mt 15,tablets,1*15,190.4625
ARISTOZYME CAP,aristozyme cap,tablets,1*15,50.607
ARKAMIN 100MCG TAB,arkamin 100mcg tab,tablets,30TAB,45.681
AROGYAVARDHINI BATI BAIDYANAT,arogyavardhini bati baidyanat,tablets,80TAB,103.3367
ARSH KALP KIT,arsh kalp kit,tablets,1*6,97.82
ARSH KALYAN,arsh kalyan,tablets,24 CAP,90.396
ARVAST 10,arvast 10,tablets,15TAB,156.6705
ARVAST A 75,arvast a 75,tablets,10CAP,41.805
ARVAST CF 10,arvast cf 10,tablets,10,175.865
ASCOVENT SR,ascovent sr,tablets,10,151.83
ASHAVGANDHA CAP,ashavgandha cap,tablets,1*20,41.7
ASHVAGANDHA,ashvagandha,tablets,1*60,110.88
ASHVAGANDHA CAP,ashvagandha cap,tablets,1*20,41.702
ASOMEX 2.5,asomex 2.5,tablets,15TAB,70.035
ASOMEX 5,asomex 5,tablets,15TAB,109.1805
ASOMEX D,asomex d,tablets,1*15,88.167
ASOMEX LT,asomex lt,tablets,15,189.4995
ASTHALIN 2 TAB,asthalin 2 tab,tablets,1*30,4.119
ASTHALIN 4 MG TAB,asthalin 4 mg tab,tablets,1*30,4.644
ASTYMIN FORTE,astymin forte,tablets,15CAP,131.8995
,,tablets,,
ASTYMIN M FORTE,astymin m forte,tablets,1*15,334.8495
ATARAX 10MG,atarax 10mg,tablets,15TAB,30.132
ATARAX-25 TAB,atarax-25 tab,tablets,1*15,53.7735
ATEKIND 50,atekind 50,tablets,14TAB,15.6856
ATEN-100 TAB,aten-100 tab,tablets,1*14,38.0548
ATEN 25MG TAB,aten 25mg tab,tablets,1*14,20.8544
ATEN 50MG TAB,aten 50mg tab,tablets,1*14,21.014
ATEN AM,aten am,tablets,14,96.8464
ATEN-D TAB,aten-d tab,tablets,1*10,68.962
ATIVAN 1MG TAB,ativan 1mg tab,tablets,30TAB,55.686
ATIVAN 2MG TAB,ativan 2mg tab,tablets,1*30,67.608
ATOCOR 20MG TAB,atocor 20mg tab,tablets,14TAB,167.7298
ATOCOR 40,atocor 40,tablets,1*14,236.4698
ATOCOR CV 10,atocor cv 10,tablets,10TAB,102.927
ATORFIT CV 10,atorfit cv 10,tablets,15CAP,193.0005
ATORICA 10,atorica 10,tablets,15TAB,68.6655
ATORICA 20 TAB,atorica 20 tab,tablets,15TAB,162.6105
ATORICA 40 1*15TAB,atorica 40 1*15tab,tablets,15TAB,172.7625
ATORICA-F,atorica-f,tablets,10TAB,76.02
ATORLIP-10 TAB,atorlip-10 tab,tablets,15TAB,64.6755
ATORLIP 20 TAB,atorlip 20 tab,tablets,1*15,160.2315
ATORLIP-40,atorlip-40,tablets,10TAB,162.41
ATORLIP ASP 10,atorlip asp 10,tablets,10TAB,23.235
ATORLIP ASP 20,atorlip asp 20,tablets,1*10,25.55
ATORLIP CV,atorlip cv,tablets,10CAP,117.545
ATORLIP-F,atorlip-f,tablets,15,218.2305
ATORLLIP ASP 20,atorllip asp 20,tablets,10,0
ATORMAC 10,atormac 10,tablets,1*10,47.05
ATORMAC 20,atormac 20,tablets,10TAB,107.307
ATORMAC CV 10,atormac cv 10,tablets,1*10,129.027
ATORMAC CV 20,atormac cv 20,tablets,1*10,201.06
ATORSAVE 20,atorsave 20,tablets,15TAB,170.91
ATORSAVE 40,atorsave 40,tablets,15,162.4695
ATORSAVE CV 10,atorsave cv 10,tablets,10TAB,72.26
ATORSAVE D 20,atorsave d 20,tablets,1*15,172.0395
ATORSAVE GOLD 10,atorsave gold 10,tablets,10TAB,40.923
ATORVA 10  1*15,atorva 10  1*15,tablets,15TAB,69.1305
ATORVA 20,atorva 20,tablets,15TAB,167.3505
ATORVA 40 TAB,atorva 40 tab,tablets,1*10,162.4
ATORVA GOLD 20,atorva gold 20,tablets,1*15,74.0505
A-TO-Z GOLD CAP,a-to-z gold cap,tablets,1*15,126.705
A TO Z NS TAB,a to z ns tab,tablets,1*15,80.6445
A TO Z WOMAM,a to z womam,tablets,15CAP,195.0705
AUGMENTIN 625 DUO,augmentin 625 duo,tablets,1*10,154.047
AUGPEN 625 BID TAB,augpen 625 bid tab,tablets,1*10,146.4
AUGXETIL 500,augxetil 500,tablets,10,268.06
AUGXETIL CV 250,augxetil cv 250,tablets,10,284.183
AUGXETIL CV 500TAB,augxetil cv 500tab,tablets,10TAB,391.73
AVAS-10,avas-10,tablets,1*30,138.57
AVAS 20,avas 20,tablets,30TAB,335.799
AVAS-40,avas-40,tablets,10TAB,162.4
AVIL 25MG TAB,avil 25mg tab,tablets,1*15,6.978
AVIL 50MG TAB,avil 50mg tab,tablets,15TAB,7.6875
AXBEX TAB,axbex tab,tablets,1*15,60.8265
AXCER 90,axcer 90,tablets,14,325.92
AZEE 250,azee 250,tablets,10TAB,79.967
AZEE 500 1*5,azee 500 1*5,tablets,5TAB,82.168
AZENIO 500MG,azenio 500mg,tablets,3TAB,35.0061
AZERVA 20,azerva 20,tablets,10TAb,118.72
AZIBACT 250,azibact 250,tablets,10TAB,88.853
AZIBACT-250 TAB,azibact-250 tab,tablets,1*6,46.0236
AZIBACT 500  1*5,azibact 500  1*5,tablets,5TAB,82.174
AZITHRAL 250MG TAB,azithral 250mg tab,tablets,10,88.853
AZITHRAL 500MG,azithral 500mg,tablets,1*5,90.3985
AZORAN 25,azoran 25,tablets,25TAB,126.3
AZORAN TAB,azoran tab,tablets,10TAB,80.44
AZTHROVAS ASP CAP,azthrovas asp cap,tablets,1*10,0
AZTOR 10,aztor 10,tablets,15TAB,70.545
AZTOR 20,aztor 20,tablets,1*15,172.6695
AZTOR 40,aztor 40,tablets,15TAB,246.375
AZTRIC 80,aztric 80,tablets,10,163.585
AZULIX 1 MF TAB,azulix 1 mf tab,tablets,1*15,89.1105
AZULIX-1 TAB,azulix-1 tab,tablets,1*10,28.02
AZULIX 2MF FORTE,azulix 2mf forte,tablets,15TAB,154.215
AZULIX 2 MF TAB,azulix 2 mf tab,tablets,1*15,144.48
AZULIX 3 MF,azulix 3 mf,tablets,10,54.373
AZULIX 3 MF FORTE,azulix 3 mf forte,tablets,10,108.554
AZULIX 4,azulix 4,tablets,10TAB,129.88
BACTOCLAV 625 TAB,bactoclav 625 tab,tablets,1*10,128.38
BACTOCLAV-DT TAB,bactoclav-dt tab,tablets,10TAB,66.245
BECOSULES CAP,becosules cap,tablets,1*20,32.142
BECOSULES PERFORMANCE,becosules performance,tablets,15CAP,92.1555
BECOSULES PLUS CAP,becosules plus cap,tablets,1*30,134.748
BECOSULES Z,becosules z,tablets,1*20,33.708
BECOZINC CAPSULES,becozinc capsules,tablets,1*20,21.98
BECOZINC-G,becozinc-g,tablets,10,75.26
BECOZYME C FORTE,becozyme c forte,tablets,1*15,15.8805
BEMINAL FORTE,beminal forte,tablets,10,89.77
BENADON-40,benadon-40,tablets,10 TAB,16.152
BENEPACK 8MG 1*15,benepack 8mg 1*15,tablets,15TAB,118.395
BENFOMET,benfomet,tablets,10,108.01
BENFOMET FORTE,benfomet forte,tablets,10,192
BENITOWA 4 TAB,benitowa 4 tab,tablets,10TAB,81.403
BENITOWA 8,benitowa 8,tablets,1*10,137.476
BENJ 1,benj 1,tablets,1*10,17.865
BENJ 2,benj 2,tablets,10TAB,21.7
BEST-BETA 50,best-beta 50,tablets,1*10,49.267
BESTIRON TAB,bestiron tab,tablets,10TAB,80.64
BESTOZYME CAP,bestozyme cap,tablets,1*15,36.1905
BETA ANXIT 20,beta anxit 20,tablets,10,27.64
BETACAP 10 MG,betacap 10 mg,tablets,1*10,9.79
BETACAP 20,betacap 20,tablets,10,21.085
BETACAP PLUS 10,betacap plus 10,tablets,10,100.105
BETACAP PLUS 5,betacap plus 5,tablets,1*10,67.53
BETACAP TR 20,betacap tr 20,tablets,10CAP,16.61
BETACAP TR 40 CAP,betacap tr 40 cap,tablets,1*10,32.325
BETACAP TR 60,betacap tr 60,tablets,1*10,49.148
BETACARD 50MG TAB,betacard 50mg tab,tablets,1*14,20.1796
BETACARD AM,betacard am,tablets,15TAB,21.243
BETADIN VIGINAL TAB,betadin viginal tab,tablets,1*10,125.95
BETALOC 25MG TAB,betaloc 25mg tab,tablets,30TAB,76.374
BETALOC 50MG TAB,betaloc 50mg tab,tablets,30TAB,120.42
BEVON CAP,bevon cap,tablets,1*15,76.7295
BGR 34 TAB,bgr 34 tab,tablets,100TAB,350.05
BIFILAC CAP,bifilac cap,tablets,1*10,84.598
BIFILAC-HP CAP,bifilac-hp cap,tablets,10,134.79
BIO-60 K,bio-60 k,tablets,5,96.0065
BIO D3 CAP,bio d3 cap,tablets,1*10,140.17
BIO D3 FEM CAP,bio d3 fem cap,tablets,1*15,253.4295
BIO D3 MAX,bio d3 max,tablets,15,248.37
BIO-D3 PLUS CAPS,bio-d3 plus caps,tablets,1*15,170.697
BIO-D3-STRONG CAP,bio-d3-strong cap,tablets,1*10,172.805
BIO D3 XT,bio d3 xt,tablets,1*15,226.554
BISOHEART 2.5,bisoheart 2.5,tablets,10,35.335
BISOHEART 5,bisoheart 5,tablets,1*10,55.6
BISOHEART AM 5,bisoheart am 5,tablets,1*10,65.048
BLISTO-1 MF TAB,blisto-1 mf tab,tablets,1*10,64.19
BLISTO-2,blisto-2,tablets,10TAB,48.225
BLISTO 2MF,blisto 2mf,tablets,10TAB,75.603
B-LONG F,b-long f,tablets,30TAB,127.62
B-LONG TAB,b-long tab,tablets,1*30,93.669
BRILINTA 90MG,brilinta 90mg,tablets,14TAB,336
BRILINTA TAB,brilinta tab,tablets,1*14,336
BRUFEN 200MG,brufen 200mg,tablets,1*15,4.56
BRUFEN 400MG TAB,brufen 400mg tab,tablets,1*15,8.3865
BRUFEN 600MG TAB,brufen 600mg tab,tablets,1*15,6.7395
BUTA-PROXYVON-SP TAB,buta-proxyvon-sp tab,tablets,1*10,70.414
CADBIOS FORTE TAB,cadbios forte tab,tablets,1*10,152.825
CALAPTIN 120 SR 15TAB,calaptin 120 sr 15tab,tablets,15TAB,44.3595
CALAPTIN 40,calaptin 40,tablets,30TAB,18.825
CALCIGARD RETARD 10,calcigard retard 10,tablets,10TAB,11.69
CALCIGARD RETARD,calcigard retard,tablets,10TAB,24.55
CALDIKIND CAP,caldikind cap,tablets,10CAP,58.703
CALDIKIND PLUS CAP,caldikind plus cap,tablets,1*10,97.678
CALPOL 500 TAB,calpol 500 tab,tablets,1*15,10.7355
CALPOL TAB 650,calpol tab 650,tablets,1*15,22.083
CALPOL T TAB,calpol t tab,tablets,1*15,64.8885
CANDID-V6 TAB,candid-v6 tab,tablets,1*6,42.45
CANDIFORCE 200 CAP 1*7,candiforce 200 cap 1*7,tablets,7CAP,96.1716
CANDITRAL 100MG CAPS,canditral 100mg caps,tablets,1*10,150.107
CANDITRAL 200 CAPS,canditral 200 caps,tablets,1*10,247.125
CARBOX-150,carbox-150,tablets,1*10,42.665
CARBOX 300,carbox 300,tablets,1*10,94.457
CARCA 12.5,carca 12.5,tablets,15,103.6815
CARCA-3.125 TAB,carca-3.125 tab,tablets,1*15,40.32
CARCA-6.25,carca-6.25,tablets,1*15,52.224
CARCA CR 10,carca cr 10,tablets,15,112.134
CARDACE 1.25,cardace 1.25,tablets,1*15,55.89
CARDACE 2.5MG TAB,cardace 2.5mg tab,tablets,1*15,63.3345
CARDACE-2.5 TAB,cardace-2.5 tab,tablets,1*10,40.173
CARDACE-5 1*15,cardace-5 1*15,tablets,15TAB,99.72
CARDACE AM 5,cardace am 5,tablets,1*10,137.118
CARDACE H 10,cardace h 10,tablets,10TAB,167.513
CARDACE H 5,cardace h 5,tablets,1*10,166.653
CARDACE METO 2.5,cardace meto 2.5,tablets,1*10,116.825
CARDACE METO 5,cardace meto 5,tablets,10TAB,193.23
CARDACE PROTECT 5,cardace protect 5,tablets,1*10,185.42
CARDAC H 2.5,cardac h 2.5,tablets,10TAB,94.04
CARDAC PROTECT 2.5/10,cardac protect 2.5/10,tablets,10TAB,112.737
CARDIVAS 12.5,cardivas 12.5,tablets,10TAB,73.723
CARDIVAS 3.125,cardivas 3.125,tablets,1*10,28.418
CARDIVAS 6.25MG,cardivas 6.25mg,tablets,1*10,45.308
CARDIVAS CR 10,cardivas cr 10,tablets,1*10,63.633
CARLOC 3.125,carloc 3.125,tablets,1*15,38.3205
CARLOC 6.25,carloc 6.25,tablets,15TAB,51.2355
CAROL-60K TAB,carol-60k tab,tablets,1*7,138.0967
CC74,cc74,tablets,15TAB,172.8
CEFADROX-CV 500/125,cefadrox-cv 500/125,tablets,1*10,122.887
CEFADROX TAB 500MG,cefadrox tab 500mg,tablets,1*10,34.58
CEFAKIND 250 TAB,cefakind 250 tab,tablets,1*10,121.82
CEFAKIND-500 TAB,cefakind-500 tab,tablets,1*10,243.625
CEFAKIND CV 250,cefakind cv 250,tablets,10TAB,211.42
CEFAKIND-CV 500 TAB,cefakind-cv 500 tab,tablets,1*10,304.13
CEFF 250 DT,ceff 250 dt,tablets,1*10,113.29
CEFF 250MG CAP,ceff 250mg cap,tablets,1*10,55.23
CEFOZYT 200 TAB,cefozyt 200 tab,tablets,1*10,114.665
CEFOZYT CV TAB,cefozyt cv tab,tablets,1*10,252.825
CEFTUM 250MG CAP,ceftum 250mg cap,tablets,1*4,175.632
CEFTUM 500MG CAP,ceftum 500mg cap,tablets,1*4,331.0652
CELIN 500MG TAB,celin 500mg tab,tablets,1*25,30.935
CENSPRAM 10 MG TAB,censpram 10 mg tab,tablets,1*10,68.21
CENSPRAM 5,censpram 5,tablets,10TAB,35.69
CENSPRAM LITE TAB,censpram lite tab,tablets,1*10,71.427
CENSPRAM PLUS TAB,censpram plus tab,tablets,1*10,82.075
CEPHAGRAIN TAB,cephagrain tab,tablets,40TAB,82.93
CETANIL 10MG,cetanil 10mg,tablets,1*15,112.206
CETANIL T 1*15,cetanil t 1*15,tablets,15TAB,139.5405
CETAPIN XR 1000MG,cetapin xr 1000mg,tablets,1*15,46.9005
CETAPIN XR 500MG,cetapin xr 500mg,tablets,1*20,32.706
CETGEL CAP,cetgel cap,tablets,1*10,20.38
CETIL 250MG TAB,cetil 250mg tab,tablets,1*10,354.655
CETIL 500MG,cetil 500mg,tablets,10TAB,652.18
CETZINE A TAB,cetzine a tab,tablets,1*10,34.33
CETZINE TAB,cetzine tab,tablets,1*10,13.823
CHANNEL SR 90,channel sr 90,tablets,10TAB,79.995
CHYMORAL AP TAB,chymoral ap tab,tablets,1*10,92.835
CHYMORAL FORTE TAB,chymoral forte tab,tablets,1*20,293.276
CHYMORAL PLUS TAB,chymoral plus tab,tablets,1*15,115.0005
CILACAR 10,cilacar 10,tablets,1*15,111.555
CILACAR-20 TAB,cilacar-20 tab,tablets,1*10,112.775
CILACAR 5MG,cilacar 5mg,tablets,10TAB,44.797
CILACAR C 6.25,cilacar c 6.25,tablets,10TAB,78.043
CILACAR C TAB,cilacar c tab,tablets,1*10,78.94
CILACAR M 10/50,cilacar m 10/50,tablets,10TAB,97.087
CILACAR T,cilacar t,tablets,10TAB,92.917
CILACAR T80,cilacar t80,tablets,10,129.088
CILACAR TC 12.5,cilacar tc 12.5,tablets,10,128.905
CILACAR TC 6.25,cilacar tc 6.25,tablets,1*10,123.31
CILAHEART 10,cilaheart 10,tablets,10,64.953
CILAHEART-20,cilaheart-20,tablets,10TAB,84.405
CILAHEART T,cilaheart t,tablets,1*10,68.007
CILNICAB 20,cilnicab 20,tablets,10,89.553
CIPCAL 500 TAB,cipcal 500 tab,tablets,1*15,15.0015
CIPLACTIN  TAB,ciplactin  tab,tablets,1*15,30.81
CIPLAR 10 TAB,ciplar 10 tab,tablets,1*15,14.5395
CIPLAR 40 TAB,ciplar 40 tab,tablets,1*15,34.7835
CIPLAR LA 20,ciplar la 20,tablets,1*15,32.7465
CIPLAR LA 40 TAB,ciplar la 40 tab,tablets,1*15,64.6965
CIPLOX 250MG TAB,ciplox 250mg tab,tablets,1*10,16.212
CIPLOX-500 TAB,ciplox-500 tab,tablets,1*10,27.563
CIPLOX-OZ TAB,ciplox-oz tab,tablets,1*10,73.873
CIPLOX-TZ TAB,ciplox-tz tab,tablets,1*10,89.093
CIPMOL 500,cipmol 500,tablets,10TAB,6.101
CIPROBID 250MG TAB,ciprobid 250mg tab,tablets,1*10,11.875
CIPROBID 500MG TAB,ciprobid 500mg tab,tablets,1*10,28.134
CITAL-H,cital-h,tablets,60TAB,127.75
CITDOL-M CAP,citdol-m cap,tablets,10CAP,122.225
CITIMAC,citimac,tablets,10TAB,423.94
CITIMAC P,citimac p,tablets,10TAB,439.29
CIZASPA X 1*15,cizaspa x 1*15,tablets,15TAB,110.2005
CLAVAM 1GM,clavam 1gm,tablets,10TAB,235.78
CLAVAM 625 TAB,clavam 625 tab,tablets,1*10,128.36
CLAV CARE 625 TAB,clav care 625 tab,tablets,10TAB,104.985
CLAVIDUR 625 TAB,clavidur 625 tab,tablets,10,133.85
CLAVIX 75,clavix 75,tablets,15TAB,85.6755
CLAVIX AS 150 TAB,clavix as 150 tab,tablets,1*15,50.31
CLAVIX AS 75  TAB,clavix as 75  tab,tablets,1*15,53.2005
CLAVIX GOLD 10,clavix gold 10,tablets,15CAP,55.995
CLAVIX GOLD-20 TAB,clavix gold-20 tab,tablets,1*15,70.275
CLINDASURE 300 CAP,clindasure 300 cap,tablets,1*10,203.515
CLINGEN FORTE TAB,clingen forte tab,tablets,1*7,111.37
CLOBA-10MG TAB,cloba-10mg tab,tablets,15,108.564
CLOBA 5,cloba 5,tablets,15,62.2965
CLOBATOR-10 TAB,clobator-10 tab,tablets,1*10,75.915
CLOBATOR-5 TAB,clobator-5 tab,tablets,1*10,39
CLOBENATE GM,clobenate gm,tablets,10G,11.005
CLOFERT 25,clofert 25,tablets,30,166.92
CLOFERT 50,clofert 50,tablets,1*10,70.102
CLOFRANIL 25MG,clofranil 25mg,tablets,1*10,47.563
CLOFRANIL 50 TAB,clofranil 50 tab,tablets,10TAB,93.12
CLOFRANIL SR,clofranil sr,tablets,10TAB,114.635
CLOME 100 TAB,clome 100 tab,tablets,1*10,93.07
CLOMID 0.25,clomid 0.25,tablets,10TAB,20.757
CLOMID 0.50,clomid 0.50,tablets,10TAB,22.02
CLOMIPURE 100,clomipure 100,tablets,1*5,294.83
CLOMIPURE 25,clomipure 25,tablets,5,125.8725
CLOMIPURE 50MG,clomipure 50mg,tablets,1*5,191.235
CLONAFIT 0.25 MD TAB,clonafit 0.25 md tab,tablets,1*10,13.887
CLONAFIT 0.50,clonafit 0.50,tablets,1*10,23.085
CLONAFIT BETA,clonafit beta,tablets,1*10,34.85
CLONAFIT-PLUS TAB,clonafit-plus tab,tablets,1*10,93.7
CLONAPAX 0.5,clonapax 0.5,tablets,10TAB,15.567
CLONIL 10,clonil 10,tablets,10,20.305
CLONIL-25,clonil-25,tablets,1*10,46.71
CLONIL 75SR,clonil 75sr,tablets,10,143.616
CLONOTRIL 0.25,clonotril 0.25,tablets,1*15,21.507
CLONOTRIL-.05,clonotril-.05,tablets,1*15,39.8595
CLONOTRIL PLUS 1*15,clonotril plus 1*15,tablets,15TAB,171.2505
CLOPILET,clopilet,tablets,15,88.5345
CLOPILET A 150,clopilet a 150,tablets,10TAB,38.794
CLOPILET A 75,clopilet a 75,tablets,10CAP,38.02
CLOPITAB A 150,clopitab a 150,tablets,1*15,64.3155
CLOPITAB-A 75 CAP,clopitab-a 75 cap,tablets,1*15,63.75
CLOPITAB-TAB,clopitab-tab,tablets,1*15,74.8155
CLOPITEL A 75 CAP,clopitel a 75 cap,tablets,1*10,31.82
CLOPITOB-A-150,clopitob-a-150,tablets,1*15,53.19
CLOPITORVA 10,clopitorva 10,tablets,1*10,151.528
CLOPITORVA 20,clopitorva 20,tablets,10,254.37
CLOPIVAS-75,clopivas-75,tablets,1*15,63.7695
CLOPIVAS AP 150,clopivas ap 150,tablets,1*15,49.86
CLOPIVAS AP 75 TAB,clopivas ap 75 tab,tablets,1*15,54.36
CLOT,clot,tablets,10,86.3
CLOT-XL500,clot-xl500,tablets,10,132.94
CLOZE 0.5,cloze 0.5,tablets,10TAB,26.772
CLOZE MD 0.25,cloze md 0.25,tablets,10TAB,16.149
CLOZE MD 0.5 TAB,cloze md 0.5 tab,tablets,1*10,26.278
